"Name","Status","CapacityGB","FreeGB","PercentFree"
"bz1-002-1007-n-004","mystack-normal","10239.75","7,599.38","74.21"
"bz1-002-0252-n-003","mystack-normal","10239.75","8,557.45","83.57"
