"Name","VMHost","MemoryGB","NumCpu","PowerState","myStatus"
"BJ1UPDS9DSVA11","bj1upvcdesx011m.dcsutil.dcsroot.local","8","4","PoweredOn","mystack-normal"
"BJ1UPDS9DSVA12","bj1upvcdesx012m.dcsutil.dcsroot.local","8","4","PoweredOn","mystack-normal"
"BJ1UPDS9DSVA13","bj1upvcdesx013m.dcsutil.dcsroot.local","8","4","PoweredOn","mystack-normal"
