#TYPE Selected.VMware.VimAutomation.ViCore.Impl.V1.Host.Networking.Nic.PhysicalNicImpl
"VMHost","Name","IP","SubnetMask","Mac","PortGroupName","vMotionEnabled","mtu","FullDuplex","BitRatePerSec"
"icdupvcdesx012m.dcsutil.dcsroot.local","vmnic5","","","00:25:b5:02:b0:a9",,,,"True","40000"
"icdupvcdesx012m.dcsutil.dcsroot.local","vmnic6","","","00:25:b5:02:a0:89",,,,"True","40000"
"icdupvcdesx012m.dcsutil.dcsroot.local","vmnic7","","","00:25:b5:02:b0:e9",,,,"True","40000"
"icdupvcdesx012m.dcsutil.dcsroot.local","vmnic8","","","00:25:b5:02:a0:e9",,,,"True","40000"
"icdupvcdesx012m.dcsutil.dcsroot.local","vmk0","10.25.200.112","255.255.255.0","00:25:b5:02:a0:d9","Management Network","False","1500",,
"icdupvcdesx012m.dcsutil.dcsroot.local","vmk2","172.20.63.112","255.255.255.0","00:50:56:61:12:f7","dvPortGroup-vMotion","True","1500",,
"icdupvcdesx012m.dcsutil.dcsroot.local","vmk3","172.20.64.112","255.255.255.0","00:50:56:63:ca:42","dvPortGroup-Fault-Tollerance","False","1500",,
"icdupvcdesx012m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:62:f8:bb","vmservice-vmknic-pg","False","1500",,
"icdupvcdesx012m.dcsutil.dcsroot.local","vmk4","172.20.113.112","255.255.255.0","00:50:56:69:83:a0","vxw-vmknicPg-dvs-55-0-d6261319-fbda-42c3-a4e4-72d3dc528b18","False","9000",,
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic0","","","00:25:b5:02:a0:88",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic1","","","00:25:b5:02:b0:e8",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic2","","","00:25:b5:02:a0:a9",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic3","","","00:25:b5:02:b0:89",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic4","","","00:25:b5:02:a0:f8",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic5","","","00:25:b5:02:b0:d8",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic6","","","00:25:b5:02:a0:b9",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic7","","","00:25:b5:02:b0:99",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmnic8","","","00:25:b5:02:a0:98",,,,"True","40000"
"icdupvcdesx013m.dcsutil.dcsroot.local","vmk0","10.25.200.113","255.255.255.0","00:25:b5:02:a0:88","Management Network","False","1500",,
"icdupvcdesx013m.dcsutil.dcsroot.local","vmk2","172.20.63.113","255.255.255.0","00:50:56:63:cf:a1","dvPortGroup-vMotion","True","1500",,
"icdupvcdesx013m.dcsutil.dcsroot.local","vmk3","172.20.64.113","255.255.255.0","00:50:56:69:57:90","dvPortGroup-Fault-Tollerance","False","1500",,
"icdupvcdesx013m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:60:10:7d","vmservice-vmknic-pg","False","1500",,
"icdupvcdesx013m.dcsutil.dcsroot.local","vmk4","172.20.113.113","255.255.255.0","00:50:56:67:50:fc","vxw-vmknicPg-dvs-55-0-d6261319-fbda-42c3-a4e4-72d3dc528b18","False","9000",,
