#TYPE Selected.VMware.VimAutomation.ViCore.Impl.V1.Host.Networking.Nic.PhysicalNicImpl
"VMHost","Name","IP","SubnetMask","Mac","PortGroupName","vMotionEnabled","mtu","FullDuplex","BitRatePerSec"
"lo3upvcdesx011m.dcsutil.dcsroot.local","vmk2","172.20.87.111","255.255.255.0","00:50:56:6f:31:57","dvPortGroup-vMotion","True","1500",,
"lo3upvcdesx011m.dcsutil.dcsroot.local","vmk3","172.20.88.111","255.255.255.0","00:50:56:65:56:74","dvPortGroup-Fault-Tolerance","False","1500",,
"lo3upvcdesx011m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:6e:5e:5d","vmservice-vmknic-pg","False","1500",,
"lo3upvcdesx011m.dcsutil.dcsroot.local","vmk4","172.20.115.111","255.255.255.0","00:50:56:69:d3:fb","vxw-vmknicPg-dvs-27-0-d344ca2c-de36-405d-b5c6-96b21b54e88b","False","9000",,
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic0","","","00:25:b5:16:a0:be",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic1","","","00:25:b5:16:b0:de",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic2","","","00:25:b5:16:a0:ce",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic3","","","00:25:b5:16:b0:ee",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic4","","","00:25:b5:16:a0:8e",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic5","","","00:25:b5:16:b0:ce",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic6","","","00:25:b5:16:a0:ee",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic7","","","00:25:b5:16:b0:fe",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmnic8","","","00:25:b5:16:a0:ae",,,,"True","40000"
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmk0","10.162.68.113","255.255.255.0","00:25:b5:16:a0:be","Management Network","False","1500",,
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmk2","172.20.87.113","255.255.255.0","00:50:56:6e:71:f5","dvPortGroup-vMotion","True","1500",,
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmk3","172.20.88.113","255.255.255.0","00:50:56:6f:c6:1e","dvPortGroup-Fault-Tolerance","False","1500",,
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:60:11:d6","vmservice-vmknic-pg","False","1500",,
"lo3upvcdesx013m.dcsutil.dcsroot.local","vmk4","172.20.115.113","255.255.255.0","00:50:56:6f:71:45","vxw-vmknicPg-dvs-27-0-d344ca2c-de36-405d-b5c6-96b21b54e88b","False","9000",,
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic0","","","00:25:b5:16:a0:8f",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic1","","","00:25:b5:16:b0:cf",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic2","","","00:25:b5:16:a0:9f",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic3","","","00:25:b5:16:b0:af",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic4","","","00:25:b5:16:a0:de",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic5","","","00:25:b5:16:b0:9e",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic6","","","00:25:b5:16:a0:af",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic7","","","00:25:b5:16:b0:bf",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmnic8","","","00:25:b5:16:a0:fe",,,,"True","40000"
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmk0","10.162.68.112","255.255.255.0","00:25:b5:16:a0:8f","Management Network","False","1500",,
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmk2","172.20.88.112","255.255.255.0","00:50:56:64:d9:0b","dvPortGroup-Fault-Tolerance","False","1500",,
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmk3","172.20.87.112","255.255.255.0","00:50:56:67:03:21","dvPortGroup-vMotion","True","1500",,
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:6b:0d:9a","vmservice-vmknic-pg","False","1500",,
"lo3upvcdesx012m.dcsutil.dcsroot.local","vmk4","172.20.115.112","255.255.255.0","00:50:56:69:7b:af","vxw-vmknicPg-dvs-27-0-d344ca2c-de36-405d-b5c6-96b21b54e88b","False","9000",,
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic0","","","00:25:b5:16:a0:c5",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic1","","","00:25:b5:16:b0:a9",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic2","","","00:25:b5:16:a0:b5",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic3","","","00:25:b5:16:b0:98",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic4","","","00:25:b5:16:a0:95",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic5","","","00:25:b5:16:b0:f8",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic6","","","00:25:b5:16:a0:d5",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic7","","","00:25:b5:16:b0:b9",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmnic8","","","00:25:b5:16:a0:a5",,,,"True","40000"
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmk0","10.162.68.115","255.255.255.0","00:25:b5:16:a0:c5","Management Network","False","1500",,
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmk2","172.20.87.115","255.255.255.0","00:50:56:6d:2e:2f","dvPortGroup-vMotion","True","1500",,
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmk3","172.20.88.115","255.255.255.0","00:50:56:60:21:9b","dvPortGroup-Fault-Tolerance","False","1500",,
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:63:4c:65","vmservice-vmknic-pg","False","1500",,
"lo3upvcdesx015m.dcsutil.dcsroot.local","vmk4","172.20.115.115","255.255.255.0","00:50:56:68:99:2c","vxw-vmknicPg-dvs-27-0-d344ca2c-de36-405d-b5c6-96b21b54e88b","False","9000",,
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic0","","","00:25:b5:16:a0:96",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic1","","","00:25:b5:16:b0:f9",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic2","","","00:25:b5:16:a0:86",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic3","","","00:25:b5:16:b0:e9",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic4","","","00:25:b5:16:a0:e5",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic5","","","00:25:b5:16:b0:c9",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic6","","","00:25:b5:16:a0:a6",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic7","","","00:25:b5:16:b0:89",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmnic8","","","00:25:b5:16:a0:f5",,,,"True","40000"
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmk0","10.162.68.114","255.255.255.0","00:25:b5:16:a0:96","Management Network","False","1500",,
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmk2","172.20.87.114","255.255.255.0","00:50:56:65:33:f8","dvPortGroup-vMotion","True","1500",,
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmk3","172.20.88.114","255.255.255.0","00:50:56:66:a0:c5","dvPortGroup-Fault-Tolerance","False","1500",,
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmk5","169.254.1.1","255.255.255.0","00:50:56:6b:50:06","vmservice-vmknic-pg","False","1500",,
"lo3upvcdesx014m.dcsutil.dcsroot.local","vmk4","172.20.115.114","255.255.255.0","00:50:56:6a:84:85","vxw-vmknicPg-dvs-27-0-d344ca2c-de36-405d-b5c6-96b21b54e88b","False","9000",,
