"Name","Status","CapacityGB","FreeGB","PercentFree"
"sh1-002-0044-n-007","mystack-normal","10239.75","4,997.40","48.80"
"sh1-002-0044-n-006","mystack-normal","10239.75","9,989.18","97.55"
